latitude,longitude,year,month_name,rainfall_mm,lta_mm,anomaly_mm,anomaly_pct,rainy_days,max_dry_spell_days,mean_annual_lta,spi,drought_category
14.268854218962352,-0.39535215386851297,1983,Nov,4.1,4.5,-0.4,-7.8,0,5,450,-0.38,Normal
14.095055017596959,-0.40871346055525615,1983,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.25292233223743,-0.4465881156956421,1984,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.214309873629903,-0.6638840919782367,1984,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.016310056621904,-0.46364282272470325,1984,Mar,2.5,2.2,0.2,9.5,0,5,450,0.49,Normal
14.090598310079175,-0.44193088383622003,1984,Apr,8.9,9.0,-0.1,-1.4,0,10,450,-0.3,Normal
14.374691995494693,-0.6449916223416027,1984,May,17.2,27.0,-9.8,-36.2,0,7,450,-1.13,Modérée
14.35093574135239,-0.5968233489139377,1984,Jun,44.1,58.5,-14.4,-24.7,2,20,450,-0.92,Normal
14.211860231342403,-0.6032590836398193,1984,Jul,100.8,103.5,-2.7,-2.6,3,6,450,-0.29,Normal
14.253240582909307,-0.5643880835805197,1984,Aug,76.0,130.5,-54.5,-41.8,2,18,450,-1.4,Modérée
14.354834569706046,-0.3880497816569504,1984,Sep,61.5,81.0,-19.5,-24.1,2,18,450,-1.08,Modérée
14.35942167541083,-0.45742837613616405,1984,Oct,34.6,36.0,-1.4,-3.9,1,5,450,-0.42,Normal
14.002024633538486,-0.6356767794330005,1984,Nov,2.4,4.5,-2.1,-47.6,0,16,450,-2.03,Extrême
14.219493515746633,-0.4232419209229227,1984,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.09489963499872,-0.5698401207362929,1985,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.298596562047209,-0.4401468403811141,1985,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.037469907131236,-0.5529136787762265,1985,Mar,3.1,2.2,0.9,39.6,0,12,450,1.6,Excédentaire
14.157239089866703,-0.34318137792915465,1985,Apr,8.0,9.0,-1.0,-11.4,0,30,450,-0.78,Normal
14.230761553850543,-0.5029929224724544,1985,May,32.5,27.0,5.5,20.5,1,10,450,0.94,Normal
14.00972638657258,-0.4418110816371329,1985,Jun,48.3,58.5,-10.2,-17.5,1,2,450,-0.62,Normal
14.365945756088179,-0.5519365198978222,1985,Jul,83.7,103.5,-19.8,-19.1,2,24,450,-0.98,Normal
14.386661927617467,-0.3145520091642989,1985,Aug,87.2,130.5,-43.3,-33.2,2,4,450,-1.08,Modérée
14.340454668606743,-0.5732311979374889,1985,Sep,113.3,81.0,32.3,39.9,4,3,450,1.8,Excédentaire
14.278411918669988,-0.471975531964254,1985,Oct,28.9,36.0,-7.1,-19.8,1,30,450,-1.15,Modérée
14.056033606094609,-0.4926681390545053,1985,Nov,3.3,4.5,-1.2,-26.1,0,30,450,-1.16,Modérée
14.350949228771182,-0.40369255289831824,1985,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.143796460487902,-0.5825632622942026,1986,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.323744462191405,-0.3759546421283277,1986,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.20060651787488,-0.3806819284132899,1986,Mar,3.2,2.2,1.0,43.3,0,10,450,1.79,Excédentaire
14.356002136727026,-0.5648019372593857,1986,Apr,11.2,9.0,2.2,24.1,0,23,450,0.94,Normal
14.014376909518695,-0.5137607927470159,1986,May,26.9,27.0,-0.1,-0.2,1,12,450,0.18,Normal
14.012200099975619,-0.6850607245003142,1986,Jun,67.0,58.5,8.5,14.6,2,7,450,0.73,Normal
14.20889730402192,-0.39200257876055566,1986,Jul,144.3,103.5,40.8,39.4,5,2,450,1.48,Excédentaire
14.020672688467442,-0.4874581473727408,1986,Aug,111.7,130.5,-18.8,-14.4,3,2,450,-0.38,Normal
14.390340831785013,-0.4934798606795219,1986,Sep,92.7,81.0,11.7,14.4,3,10,450,0.65,Normal
14.175588568282254,-0.6686174474630936,1986,Oct,34.2,36.0,-1.8,-4.9,1,5,450,-0.47,Normal
14.278389682437478,-0.536418822234292,1986,Nov,3.1,4.5,-1.4,-31.3,0,27,450,-1.35,Modérée
14.069317728028338,-0.6374251829315656,1986,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.219690665882448,-0.41416163091997504,1987,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.264078950687091,-0.5880264412216228,1987,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.24468829849374,-0.532159975028884,1987,Mar,2.8,2.2,0.5,24.3,0,12,450,1.05,Excédentaire
14.005757395451901,-0.6535709437972335,1987,Apr,6.5,9.0,-2.5,-27.3,0,21,450,-1.58,Sévère
14.281463143752008,-0.5103304683650699,1987,May,15.7,27.0,-11.3,-42.0,0,29,450,-1.33,Modérée
14.069280747964005,-0.5264593403048108,1987,Jun,36.2,58.5,-22.3,-38.2,1,5,450,-1.5,Sévère
14.018121603908817,-0.5501549541494115,1987,Jul,86.6,103.5,-16.9,-16.3,3,8,450,-0.86,Normal
14.263477452647578,-0.6348262291674281,1987,Aug,130.9,130.5,0.4,0.3,4,15,450,0.17,Normal
14.234310232509385,-0.32390790343001696,1987,Sep,48.4,81.0,-32.6,-40.2,1,2,450,-1.81,Sévère
14.183301156196606,-0.481753284273626,1987,Oct,34.8,36.0,-1.2,-3.4,1,15,450,-0.4,Normal
14.362140256782425,-0.6216835460842814,1987,Nov,5.5,4.5,1.0,23.3,0,30,450,0.98,Normal
14.027744520350065,-0.6596887994490294,1987,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.337950124387781,-0.6906912257056697,1988,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.325787393035574,-0.58725809009064,1988,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.35098880541082,-0.40597158247844567,1988,Mar,1.7,2.2,-0.6,-26.0,0,14,450,-0.98,Normal
14.300245900656343,-0.3772661042930944,1988,Apr,11.9,9.0,2.9,32.4,0,5,450,1.32,Excédentaire
14.310565184296799,-0.5636785838987929,1988,May,40.0,27.0,13.0,48.3,1,6,450,1.95,Excédentaire
14.300348427116598,-0.39818285036612705,1988,Jun,83.8,58.5,25.3,43.2,2,4,450,1.95,Excédentaire
14.330582986443096,-0.5719801595877553,1988,Jul,75.2,103.5,-28.3,-27.3,2,5,450,-1.33,Modérée
14.362152790567706,-0.6634853292855466,1988,Aug,183.0,130.5,52.5,40.2,7,2,450,1.66,Excédentaire
14.229375155249313,-0.4472651151320803,1988,Sep,73.8,81.0,-7.2,-8.9,2,24,450,-0.4,Normal
14.269007382430814,-0.399050188224928,1988,Oct,36.8,36.0,0.8,2.1,1,5,450,-0.14,Normal
14.197768121881031,-0.6769764959933423,1988,Nov,5.9,4.5,1.4,31.3,0,5,450,1.36,Excédentaire
14.219811552929494,-0.5233877994506492,1988,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.046826806571042,-0.6428033271788657,1989,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.304604252686989,-0.4527127746734956,1989,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.029105202545677,-0.3712559762838575,1989,Mar,1.5,2.2,-0.8,-33.6,0,18,450,-1.35,Modérée
14.394655831400469,-0.5502916816975518,1989,Apr,10.2,9.0,1.2,13.7,0,5,450,0.4,Normal
14.394400425529147,-0.39864872589642336,1989,May,23.6,27.0,-3.4,-12.5,0,30,450,-0.27,Normal
14.22336169989432,-0.5303111963012095,1989,Jun,51.4,58.5,-7.1,-12.1,2,12,450,-0.4,Normal
14.004541457906967,-0.5125357432023495,1989,Jul,133.8,103.5,30.3,29.3,6,5,450,1.05,Excédentaire
14.259684120846424,-0.4015820482938307,1989,Aug,82.1,130.5,-48.4,-37.1,4,2,450,-1.23,Modérée
14.114284834512743,-0.3525603487242159,1989,Sep,84.3,81.0,3.3,4.1,2,3,450,0.18,Normal
14.387951530683054,-0.6827360352197696,1989,Oct,27.4,36.0,-8.6,-24.0,0,5,450,-1.34,Modérée
14.029518625894159,-0.4784582862394717,1989,Nov,5.8,4.5,1.3,28.1,0,30,450,1.27,Excédentaire
14.387721014247639,-0.4907608623319405,1989,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.181816425907108,-0.44897676796637465,1990,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.23372572476924,-0.3395367958036044,1990,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.356105513556367,-0.5177372988857148,1990,Mar,1.6,2.2,-0.6,-27.5,0,30,450,-1.17,Modérée
14.185479361975991,-0.5586591087895789,1990,Apr,11.2,9.0,2.2,24.9,0,5,450,0.94,Normal
14.394484297791841,-0.42073531439210193,1990,May,32.8,27.0,5.8,21.5,1,30,450,0.98,Normal
14.27389246902155,-0.6349532242620435,1990,Jun,68.6,58.5,10.1,17.2,2,13,450,0.85,Normal
14.290287803355342,-0.45463392162568406,1990,Jul,156.7,103.5,53.2,51.4,4,23,450,1.98,Excédentaire
14.018087468042475,-0.6894532102010992,1990,Aug,138.9,130.5,8.4,6.5,4,16,450,0.4,Normal
14.060166756441411,-0.46234771385914597,1990,Sep,83.2,81.0,2.2,2.7,2,25,450,0.12,Normal
14.335331481884454,-0.5125227360820119,1990,Oct,37.1,36.0,1.1,3.1,1,27,450,-0.1,Normal
14.34588895050202,-0.374839596347969,1990,Nov,4.8,4.5,0.3,6.2,0,5,450,0.3,Normal
14.39988706931445,-0.30134526517043786,1990,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.37790629195297,-0.3601410437290354,1991,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.098939240697279,-0.5197823458759626,1991,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.091457122201385,-0.4313197262376573,1991,Mar,1.8,2.2,-0.4,-19.1,0,13,450,-0.8,Normal
14.26862927823712,-0.4918769196384827,1991,Apr,11.3,9.0,2.3,25.8,0,5,450,0.99,Normal
14.220762735509794,-0.4756248113858455,1991,May,37.8,27.0,10.8,40.0,1,28,450,1.65,Excédentaire
14.011513070525336,-0.39794509773055237,1991,Jun,87.5,58.5,29.0,49.6,3,2,450,2.22,Excédentaire
14.054548590234708,-0.6941821337328472,1991,Jul,130.4,103.5,26.9,26.0,4,2,450,0.92,Normal
14.174989968809491,-0.3383365222025006,1991,Aug,132.1,130.5,1.6,1.2,4,3,450,0.2,Normal
14.158617112928507,-0.4511653199088506,1991,Sep,81.8,81.0,0.8,1.0,3,12,450,0.05,Normal
14.370635050064598,-0.5031534827681847,1991,Oct,53.4,36.0,17.4,48.3,1,5,450,1.98,Excédentaire
14.197047237597147,-0.5684993558849967,1991,Nov,4.2,4.5,-0.3,-7.3,0,30,450,-0.28,Normal
14.25336034172669,-0.6039417524887227,1991,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.051551888764259,-0.648781664416891,1992,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.060761077404917,-0.644469130940236,1992,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.358715363962403,-0.5104153438948511,1992,Mar,2.2,2.2,-0.1,-4.4,0,6,450,-0.06,Normal
14.016347446506591,-0.6324259747711342,1992,Apr,8.8,9.0,-0.2,-2.6,0,5,450,-0.35,Normal
14.04825434844024,-0.5156884927869096,1992,May,19.1,27.0,-7.9,-29.3,0,5,450,-0.87,Normal
14.276157931451745,-0.6842751440635604,1992,Jun,38.4,58.5,-20.1,-34.3,1,5,450,-1.34,Modérée
14.34943144964271,-0.3316510397872747,1992,Jul,110.2,103.5,6.7,6.5,3,2,450,0.1,Normal
14.299303876153463,-0.626191592257449,1992,Aug,72.7,130.5,-57.8,-44.3,3,13,450,-1.49,Modérée
14.247301908612117,-0.552434544172091,1992,Sep,53.4,81.0,-27.6,-34.1,2,5,450,-1.53,Sévère
14.100974777737608,-0.414660165646179,1992,Oct,30.0,36.0,-6.0,-16.7,0,5,450,-1.01,Modérée
14.04286880453591,-0.5210350532706182,1992,Nov,5.1,4.5,0.6,13.1,0,11,450,0.59,Normal
14.213046906582008,-0.6030117985461081,1992,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.00802847911109,-0.5711683337667287,1993,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.084579202798617,-0.5690010591288341,1993,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.271640927657796,-0.38433150455706466,1993,Mar,1.3,2.2,-0.9,-41.3,0,13,450,-1.72,Sévère
14.23473644720835,-0.401824210326268,1993,Apr,7.6,9.0,-1.4,-15.7,0,11,450,-0.99,Normal
14.145232918559453,-0.4416331034673595,1993,May,21.5,27.0,-5.5,-20.2,1,5,450,-0.55,Normal
14.242309927742754,-0.6051092833056022,1993,Jun,52.2,58.5,-6.3,-10.8,2,25,450,-0.34,Normal
14.064272549303821,-0.6253731903794777,1993,Jul,59.5,103.5,-44.0,-42.5,2,2,450,-1.96,Sévère
14.032093498264656,-0.49019544417189814,1993,Aug,91.2,130.5,-39.3,-30.1,4,18,450,-0.97,Normal
14.159142239618296,-0.3122118266898524,1993,Sep,63.5,81.0,-17.5,-21.7,1,2,450,-0.97,Normal
14.068355034956026,-0.4325427120302276,1993,Oct,39.3,36.0,3.3,9.1,1,5,450,0.18,Normal
14.111991637464113,-0.3922028267232252,1993,Nov,5.1,4.5,0.6,13.4,0,12,450,0.59,Normal
14.074817499423009,-0.5705283054383026,1993,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.04593472989568,-0.45575198302334696,1994,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.1154522212961,-0.46750471143095507,1994,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.02072941472897,-0.5653582887224318,1994,Mar,1.8,2.2,-0.5,-21.9,0,11,450,-0.8,Normal
14.128941537989888,-0.37605022165814606,1994,Apr,6.9,9.0,-2.1,-23.6,0,30,450,-1.37,Modérée
14.238255496243138,-0.5113695245799367,1994,May,23.4,27.0,-3.6,-13.2,0,21,450,-0.29,Normal
14.332247763115092,-0.31398923573339493,1994,Jun,58.7,58.5,0.2,0.4,2,21,450,0.13,Normal
14.072493226466264,-0.673401493053289,1994,Jul,78.2,103.5,-25.3,-24.5,2,22,450,-1.2,Modérée
14.055908950650515,-0.38189307525604393,1994,Aug,168.1,130.5,37.6,28.8,6,14,450,1.23,Excédentaire
14.325829888092553,-0.4339211117215199,1994,Sep,66.6,81.0,-14.4,-17.8,3,2,450,-0.8,Normal
14.156978042969053,-0.37336022421136916,1994,Oct,39.6,36.0,3.6,10.0,1,30,450,0.22,Normal
14.120551149665657,-0.4009562479294996,1994,Nov,4.6,4.5,0.1,2.7,0,9,450,0.1,Normal
14.201088156036992,-0.607114921941273,1994,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.217421144445595,-0.3374111556141812,1995,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.249695198365597,-0.6532407837166544,1995,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.055708829065354,-0.3823899242918816,1995,Mar,2.6,2.2,0.4,15.9,0,6,450,0.68,Normal
14.315438884489811,-0.6393300481068995,1995,Apr,8.5,9.0,-0.5,-6.0,0,30,450,-0.51,Normal
14.013412973894312,-0.4720441260514734,1995,May,19.7,27.0,-7.3,-27.2,0,20,450,-0.79,Normal
14.328502921868804,-0.6557473052179171,1995,Jun,60.7,58.5,2.2,3.7,1,3,450,0.28,Normal
14.318918146311821,-0.6400330290604905,1995,Jul,113.3,103.5,9.8,9.5,5,4,450,0.22,Normal
14.256459053154119,-0.42242062221316,1995,Aug,87.6,130.5,-42.9,-32.8,2,10,450,-1.07,Modérée
14.072639086720569,-0.33661977546654864,1995,Sep,71.8,81.0,-9.2,-11.3,3,3,450,-0.51,Normal
14.378913335844725,-0.6386594387535679,1995,Oct,32.9,36.0,-3.1,-8.6,1,9,450,-0.64,Normal
14.007244073528335,-0.3511504364223394,1995,Nov,4.1,4.5,-0.4,-8.4,0,14,450,-0.38,Normal
14.372847312993445,-0.4739467265643164,1995,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.28289545372536,-0.6389843828342955,1996,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.230515344066724,-0.45731398144685764,1996,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.37022740516271,-0.5196642514383472,1996,Mar,2.2,2.2,-0.0,-0.8,0,30,450,-0.06,Normal
14.049865072481307,-0.33166324695305105,1996,Apr,6.6,9.0,-2.4,-27.0,0,27,450,-1.53,Sévère
14.159601081548052,-0.6780953444711875,1996,May,37.0,27.0,10.0,36.9,1,13,450,1.54,Excédentaire
14.133399668676457,-0.5407325225636227,1996,Jun,53.7,58.5,-4.8,-8.3,1,2,450,-0.23,Normal
14.13878128075849,-0.40499950075610064,1996,Jul,112.6,103.5,9.1,8.8,3,3,450,0.19,Normal
14.05634280815192,-0.6294452053975107,1996,Aug,132.6,130.5,2.1,1.6,6,4,450,0.22,Normal
14.144957559646652,-0.46776465988878263,1996,Sep,85.5,81.0,4.5,5.5,3,19,450,0.25,Normal
14.0712143867479,-0.31557187301221795,1996,Oct,42.1,36.0,6.1,16.8,2,16,450,0.54,Normal
14.398749700738378,-0.49912199586750294,1996,Nov,3.4,4.5,-1.1,-24.1,0,5,450,-1.06,Modérée
14.238154006928017,-0.673169409044629,1996,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.083962237238234,-0.3407782842237145,1997,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.082055856192802,-0.6237249117345334,1997,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.02628345577134,-0.38978895332199576,1997,Mar,1.3,2.2,-1.0,-42.2,0,12,450,-1.72,Sévère
14.160305224350129,-0.47614386747671283,1997,Apr,8.0,9.0,-1.0,-11.6,0,8,450,-0.78,Normal
14.378446184853452,-0.5506762734880988,1997,May,17.9,27.0,-9.1,-33.5,0,29,450,-1.03,Modérée
14.010154542264138,-0.6375389610535238,1997,Jun,43.9,58.5,-14.6,-25.0,1,4,450,-0.94,Normal
14.088788864773178,-0.6075700813647714,1997,Jul,111.4,103.5,7.9,7.7,3,2,450,0.14,Normal
14.319966434149276,-0.6285821351782666,1997,Aug,136.3,130.5,5.8,4.4,7,2,450,0.32,Normal
14.09726887639978,-0.41109322725773634,1997,Sep,83.4,81.0,2.4,3.0,3,2,450,0.13,Normal
14.267234054628258,-0.6180062818336716,1997,Oct,42.4,36.0,6.4,17.9,1,7,450,0.57,Normal
14.034203412341787,-0.616845497941589,1997,Nov,3.4,4.5,-1.1,-23.4,0,5,450,-1.06,Modérée
14.010612881549527,-0.627425825964081,1997,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.35706868443079,-0.3730225753046236,1998,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.13672694067915,-0.596230626627483,1998,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.249659563139653,-0.5362353391235039,1998,Mar,2.2,2.2,-0.1,-4.4,0,5,450,-0.06,Normal
14.379381322784862,-0.39455768233609567,1998,Apr,9.9,9.0,0.9,10.1,0,5,450,0.24,Normal
14.357820890757635,-0.3800578976210739,1998,May,20.3,27.0,-6.7,-24.7,0,10,450,-0.71,Normal
14.216653685864346,-0.4466087120695411,1998,Jun,58.2,58.5,-0.3,-0.6,3,2,450,0.1,Normal
14.39376087228142,-0.48972392707892565,1998,Jul,88.2,103.5,-15.3,-14.7,4,14,450,-0.8,Normal
14.365719522624198,-0.6528995668439436,1998,Aug,101.7,130.5,-28.8,-22.0,4,2,450,-0.67,Normal
14.260568155340746,-0.3681032785171193,1998,Sep,90.9,81.0,9.9,12.2,4,6,450,0.55,Normal
14.360007456739242,-0.3504439689749939,1998,Oct,29.1,36.0,-6.9,-19.1,1,5,450,-1.12,Modérée
14.070148511449379,-0.33423522163001607,1998,Nov,5.1,4.5,0.6,14.0,0,16,450,0.59,Normal
14.167508209956829,-0.546744588700201,1998,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.295213446570548,-0.6668805328299494,1999,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.241260843786554,-0.6018603561274716,1999,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.287618362073697,-0.58115131375073,1999,Mar,2.1,2.2,-0.1,-6.2,0,6,450,-0.24,Normal
14.374731895729903,-0.40697116111589987,1999,Apr,9.7,9.0,0.7,8.3,0,16,450,0.13,Normal
14.2380311722801,-0.6794296746062999,1999,May,21.4,27.0,-5.6,-20.6,1,5,450,-0.56,Normal
14.308364881498328,-0.6573606987464913,1999,Jun,60.0,58.5,1.5,2.6,2,3,450,0.23,Normal
14.275360958571094,-0.5260690645585016,1999,Jul,70.3,103.5,-33.2,-32.1,2,5,450,-1.52,Sévère
14.27787858834177,-0.5911419451080149,1999,Aug,107.0,130.5,-23.5,-18.0,3,12,450,-0.51,Normal
14.366925430184896,-0.6452725476324155,1999,Sep,89.3,81.0,8.3,10.3,3,2,450,0.46,Normal
14.216760378951342,-0.3508216656494367,1999,Oct,50.4,36.0,14.4,39.9,1,5,450,1.6,Excédentaire
14.27691062580714,-0.3603217393738723,1999,Nov,5.5,4.5,1.0,22.0,0,16,450,0.98,Normal
14.099867203543674,-0.5042300145427439,1999,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.072230138050934,-0.4728219077789482,2000,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.366195319035215,-0.6864216085656805,2000,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.388423298066147,-0.32229340435462644,2000,Mar,2.6,2.2,0.4,17.7,0,30,450,0.68,Normal
14.127640189297301,-0.36843381033972905,2000,Apr,9.0,9.0,-0.0,-0.5,0,27,450,-0.24,Normal
14.04822675431091,-0.6692187193483163,2000,May,17.3,27.0,-9.7,-36.0,0,5,450,-1.12,Modérée
14.026142536319576,-0.5738838648677559,2000,Jun,68.8,58.5,10.3,17.6,2,10,450,0.86,Normal
14.250356550574804,-0.34560890070552513,2000,Jul,108.5,103.5,5.0,4.9,3,3,450,0.03,Normal
14.34803954956037,-0.6914922356598452,2000,Aug,144.9,130.5,14.4,11.1,6,2,450,0.57,Normal
14.319513294309466,-0.300826355786665,2000,Sep,107.0,81.0,26.0,32.1,3,22,450,1.45,Excédentaire
14.191950248121563,-0.448997814712652,2000,Oct,32.2,36.0,-3.8,-10.5,1,7,450,-0.73,Normal
14.167106712866932,-0.5314571990891719,2000,Nov,5.9,4.5,1.4,32.0,0,21,450,1.36,Excédentaire
14.295032920635556,-0.6044891416926791,2000,Dec,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.114895596661633,-0.5814767518176039,2001,Jan,0.0,0.0,0.0,0.0,0,31,450,0.0,Normal
14.093443100419963,-0.6831627241454552,2001,Feb,0.0,0.0,0.0,0.0,0,30,450,0.0,Normal
14.153730658863871,-0.4281410869227721,2001,Mar,1.3,2.2,-0.9,-40.8,0,8,450,-1.72,Sévère
14.035764400924903,-0.5329676896860287,2001,Apr,6.7,9.0,-2.3,-25.3,0,23,450,-1.48,Modérée
14.245364555684283,-0.63318642156317,2001,May,33.9,27.0,6.9,25.7,0,9,450,1.13,Excédentaire
